cause,date,year,state
Stabbed,1993-11-14,1993, FL
Aircraft accident,1994-01-04,1994, AZ
Motorcycle accident,1994-01-05,1994, GA
Gunfire,1994-01-06,1994, PR
Vehicle pursuit,1994-01-06,1994, TX
Automobile accident,1994-01-07,1994, TX
Gunfire,1994-01-09,1994, PR
Gunfire,1994-01-12,1994, VA
Motorcycle accident,1994-01-14,1994, GA
Gunfire,1994-01-15,1994, NC
Struck by vehicle,1994-01-16,1994, CT
Motorcycle accident,1994-01-17,1994, CA
Automobile accident,1994-01-17,1994, US
Gunfire,1994-01-20,1994, ID
Vehicle pursuit,1994-01-25,1994, IN
Vehicle pursuit,1994-01-25,1994, MD
Vehicle pursuit,1994-01-25,1994, NY
Motorcycle accident,1994-01-25,1994, TX
Heart attack,1994-01-27,1994, NC
Automobile accident,1994-01-27,1994, OH
Automobile accident,1994-01-27,1994, TX
Gunfire,1994-01-31,1994, TX
Gunfire,1994-02-01,1994, MA
Gunfire,1994-02-03,1994, RI
Automobile accident,1994-02-04,1994, MI
Gunfire,1994-02-05,1994, MA
Heart attack,1994-02-07,1994, TX
Gunfire,1994-02-14,1994, CA
Gunfire,1994-02-14,1994, CA
Gunfire,1994-02-18,1994, NJ
Gunfire,1994-02-22,1994, CA
Gunfire,1994-02-24,1994, UT
Motorcycle accident,1994-02-25,1994, GA
Automobile accident,1994-02-25,1994, GA
Gunfire,1994-02-25,1994, VA
Automobile accident,1994-02-28,1994, MD
Struck by vehicle,1994-03-01,1994, FL
Gunfire,1994-03-09,1994, SC
Struck by vehicle,1994-03-11,1994, AZ
Vehicular assault,1994-03-11,1994, GA
Heart attack,1994-03-11,1994, MN
Gunfire,1994-03-15,1994, NY
Automobile accident,1994-03-18,1994, TX
Aircraft accident,1994-03-19,1994, FL
Gunfire,1994-03-25,1994, MI
Gunfire,1994-03-27,1994, VI
Automobile accident,1994-03-31,1994, US
Heart attack,1994-03-31,1994, TX
Assault,1994-04-05,1994, CA
Automobile accident,1994-04-05,1994, IL
Vehicular assault,1994-04-10,1994, LA
Gunfire,1994-04-10,1994, TR
Gunfire,1994-04-16,1994, CO
Gunfire,1994-04-18,1994, MS
Gunfire,1994-04-19,1994, GA
Vehicle pursuit,1994-04-20,1994, SC
Automobile accident,1994-04-27,1994, NY
Gunfire,1994-04-28,1994, WI
Heart attack,1994-05-02,1994, FL
Automobile accident,1994-05-02,1994, LA
Gunfire,1994-05-13,1994, VA
Gunfire,1994-05-14,1994, NC
Gunfire (Accidental),1994-05-15,1994, CA
Gunfire,1994-05-16,1994, UT
Gunfire,1994-05-20,1994, NY
Gunfire,1994-05-21,1994, WI
Automobile accident,1994-05-22,1994, MS
Struck by vehicle,1994-05-25,1994, CT
Automobile accident,1994-05-25,1994, IL
Fall,1994-05-26,1994, TX
Gunfire,1994-05-27,1994, NM
Electrocuted,1994-05-30,1994, MI
Gunfire,1994-06-04,1994, WA
Automobile accident,1994-06-09,1994, AL
Gunfire,1994-06-12,1994, NJ
Gunfire,1994-06-14,1994, AL
Gunfire,1994-06-17,1994, MI
Vehicle pursuit,1994-06-21,1994, CA
Gunfire,1994-06-22,1994, CA
Gunfire,1994-06-28,1994, AL
Gunfire,1994-06-28,1994, MS
Gunfire,1994-06-29,1994, IN
Gunfire,1994-06-30,1994, US
Drowned,1994-07-03,1994, US
Automobile accident,1994-07-05,1994, OH
Gunfire,1994-07-11,1994, CA
Automobile accident,1994-07-11,1994, MI
Gunfire,1994-07-12,1994, OH
Automobile accident,1994-07-13,1994, WV
Struck by vehicle,1994-07-17,1994, MI
Heart attack,1994-07-25,1994, NV
Automobile accident,1994-07-28,1994, NC
Aircraft accident,1994-07-30,1994, UT
Drowned,1994-07-31,1994, TX
Automobile accident,1994-08-03,1994, TX
Gunfire,1994-08-07,1994, PR
Gunfire,1994-08-14,1994, OH
Training accident,1994-08-15,1994, CO
Gunfire,1994-08-15,1994, WA
Automobile accident,1994-08-17,1994, WI
Automobile accident,1994-08-18,1994, MA
Gunfire,1994-08-19,1994, PA
Automobile accident,1994-08-19,1994, VA
Gunfire,1994-08-24,1994, MA
Gunfire,1994-08-26,1994, MN
Gunfire,1994-08-26,1994, MN
Struck by vehicle,1994-08-27,1994, MI
Aircraft accident,1994-08-27,1994, US
Aircraft accident,1994-08-27,1994, US
Aircraft accident,1994-08-27,1994, US
Aircraft accident,1994-08-27,1994, US
Aircraft accident,1994-08-27,1994, US
Automobile accident,1994-09-02,1994, AZ
Gunfire,1994-09-02,1994, MA
Automobile accident,1994-09-02,1994, NC
Gunfire,1994-09-07,1994, MT
Gunfire,1994-09-07,1994, PR
Gunfire,1994-09-07,1994, WI
Training accident,1994-09-10,1994, NJ
Automobile accident,1994-09-11,1994, CA
Gunfire,1994-09-11,1994, GA
Gunfire,1994-09-11,1994, MO
Gunfire,1994-09-12,1994, PR
Gunfire,1994-09-16,1994, PR
Motorcycle accident,1994-09-18,1994, MS
Gunfire,1994-09-18,1994, VA
Gunfire,1994-09-23,1994, MO
Gunfire,1994-09-26,1994, NC
Gunfire,1994-09-28,1994, IL
Heart attack,1994-09-29,1994, NJ
Gunfire,1994-10-03,1994, AL
Gunfire,1994-10-03,1994, NH
Automobile accident,1994-10-05,1994, UT
Heart attack,1994-10-11,1994, MO
Gunfire,1994-10-11,1994, TN
Aircraft accident,1994-10-11,1994, AK
Aircraft accident,1994-10-11,1994, AK
Gunfire,1994-10-22,1994, CA
Assault,1994-10-23,1994, AL
Vehicular assault,1994-10-23,1994, OK
Drowned,1994-10-28,1994, US
Gunfire,1994-10-28,1994, WI
Vehicular assault,1994-10-31,1994, CA
Gunfire,1994-11-01,1994, AL
Gunfire,1994-11-01,1994, MS
Gunfire,1994-11-01,1994, PR
Struck by vehicle,1994-11-04,1994, GA
Vehicular assault,1994-11-05,1994, OH
Gunfire (Accidental),1994-11-07,1994, TN
Exposure to toxins,1994-11-09,1994, CA
Aircraft accident,1994-11-12,1994, FL
Gunfire,1994-11-12,1994, PR
Automobile accident,1994-11-12,1994, TX
Automobile accident,1994-11-13,1994, ME
Gunfire,1994-11-14,1994, CA
Accidental,1994-11-17,1994, OR
Gunfire,1994-11-18,1994, CO
Automobile accident,1994-11-18,1994, MO
Automobile accident,1994-11-20,1994, NY
Gunfire,1994-11-22,1994, DC
Gunfire,1994-11-22,1994, US
Gunfire,1994-11-22,1994, US
Gunfire,1994-11-26,1994, PR
Struck by vehicle,1994-11-27,1994, AZ
Automobile accident,1994-11-30,1994, WI
Gunfire,1994-12-01,1994, OR
Gunfire,1994-12-02,1994, NY
Vehicular assault,1994-12-04,1994, PA
Gunfire,1994-12-06,1994, VA
Automobile accident,1994-12-07,1994, MO
Gunfire,1994-12-07,1994, MO
Vehicle pursuit,1994-12-08,1994, OH
Vehicle pursuit,1994-12-08,1994, OH
Stabbed,1994-12-13,1994, IN
Gunfire,1994-12-13,1994, MI
Gunfire,1994-12-13,1994, TX
Struck by vehicle,1994-12-16,1994, GA
Gunfire,1994-12-21,1994, CA
Motorcycle accident,1994-12-21,1994, PR
Assault,1994-12-22,1994, US
Motorcycle accident,1994-12-29,1994, FL
Gunfire,1994-12-29,1994, TN
Gunfire,1994-12-30,1994, PR
Gunfire,1994-12-30,1994, TX
Gunfire,1994-03-05,1994, ID
Gunfire,1994-08-26,1994, MN
Gunfire,1994-10-20,1994, AZ
Struck by vehicle,1994-11-17,1994, AZ
Automobile accident,1995-01-07,1995, US
Assault,1995-01-08,1995, NJ
Fall,1995-01-09,1995, US
Automobile accident,1995-01-11,1995, UT
Gunfire,1995-01-14,1995, OH
Gunfire,1995-01-15,1995, TX
Struck by vehicle,1995-01-16,1995, FL
Aircraft accident,1995-01-18,1995, FL
Assault,1995-01-19,1995, NJ
Heart attack,1995-01-21,1995, NY
Motorcycle accident,1995-01-22,1995, AL
Automobile accident,1995-01-22,1995, TN
Gunfire,1995-01-25,1995, AL
Gunfire,1995-01-30,1995, NV
Heart attack,1995-02-03,1995, CA
Duty related illness,1995-02-05,1995, LA
Gunfire,1995-02-07,1995, AR
Gunfire (Accidental),1995-02-07,1995, DC
Gunfire,1995-02-07,1995, VA
Struck by vehicle,1995-02-09,1995, NC
Gunfire (Accidental),1995-02-10,1995, CA
Heart attack,1995-02-13,1995, TX
Vehicle pursuit,1995-02-14,1995, NC
Automobile accident,1995-02-15,1995, MI
Aircraft accident,1995-02-22,1995, MA
Aircraft accident,1995-02-22,1995, MA
Gunfire,1995-02-25,1995, CO
Gunfire,1995-02-28,1995, NC
Gunfire,1995-03-02,1995, CA
Gunfire,1995-03-04,1995, LA
Assault,1995-03-05,1995, NY
Gunfire,1995-03-08,1995, IL
Gunfire,1995-03-11,1995, NJ
Vehicle pursuit,1995-03-18,1995, MA
Gunfire,1995-03-19,1995, KS
Heart attack,1995-03-26,1995, RI
Fall,1995-03-28,1995, US
Gunfire,1995-03-29,1995, CA
Automobile accident,1995-04-05,1995, OH
Gunfire,1995-04-05,1995, TX
Vehicle pursuit,1995-04-09,1995, KS
Motorcycle accident,1995-04-10,1995, AL
Automobile accident,1995-04-11,1995, PA
Gunfire,1995-04-11,1995, PR
Gunfire,1995-04-12,1995, PA
Gunfire,1995-04-13,1995, CA
Heart attack,1995-04-13,1995, NC
Gunfire,1995-04-14,1995, CA
Gunfire,1995-04-14,1995, CA
Automobile accident,1995-04-17,1995, SC
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Terrorist attack,1995-04-19,1995, US
Gunfire,1995-04-20,1995, NJ
Gunfire,1995-04-20,1995, NJ
Gunfire,1995-04-26,1995, MD
Gunfire,1995-04-27,1995, PR
Gunfire,1995-04-28,1995, CO
Gunfire,1995-04-30,1995, WY
Gunfire (Accidental),1995-05-01,1995, FL
Automobile accident,1995-05-03,1995, ID
Automobile accident,1995-05-03,1995, OK
Gunfire,1995-05-04,1995, LA
Vehicular assault,1995-05-06,1995, AL
Gunfire,1995-05-06,1995, FL
Gunfire,1995-05-07,1995, NJ
Automobile accident,1995-05-09,1995, CA
Heart attack,1995-05-09,1995, NY
Struck by train,1995-05-10,1995, US
Vehicle pursuit,1995-05-11,1995, WA
Gunfire,1995-05-12,1995, CA
Duty related illness,1995-05-12,1995, CA
Automobile accident,1995-05-14,1995, TX
Automobile accident,1995-05-18,1995, MS
Automobile accident,1995-05-18,1995, OH
Automobile accident,1995-05-22,1995, FL
Gunfire,1995-05-22,1995, NV
Heart attack,1995-05-23,1995, CA
Gunfire,1995-05-25,1995, MI
Heart attack,1995-05-28,1995, NM
Automobile accident,1995-05-29,1995, LA
Gunfire,1995-05-29,1995, US
Fall,1995-05-30,1995, FL
Heart attack,1995-05-30,1995, TN
Gunfire,1995-06-01,1995, LA
Assault,1995-06-02,1995, NJ
Vehicular assault,1995-06-02,1995, TX
Vehicular assault,1995-06-06,1995, IL
Automobile accident,1995-06-06,1995, NJ
Gunfire,1995-06-09,1995, CA
Vehicle pursuit,1995-06-13,1995, MO
Automobile accident,1995-06-14,1995, NC
Gunfire,1995-06-18,1995, NY
Bicycle accident,1995-06-23,1995, NY
Drowned,1995-06-25,1995, KS
Struck by vehicle,1995-06-27,1995, MS
Struck by vehicle,1995-06-30,1995, FL
Heart attack,1995-07-01,1995, MN
Gunfire,1995-07-04,1995, AZ
Gunfire,1995-07-05,1995, AZ
Gunfire,1995-07-08,1995, CA
Vehicular assault,1995-07-09,1995, OH
Aircraft accident,1995-07-10,1995, FL
Aircraft accident,1995-07-10,1995, FL
Gunfire,1995-07-19,1995, AL
Gunfire,1995-07-19,1995, CA
Aircraft accident,1995-07-22,1995, HI
Aircraft accident,1995-07-22,1995, HI
Automobile accident,1995-07-25,1995, MA
Automobile accident,1995-07-29,1995, TX
Automobile accident,1995-07-31,1995, AL
Automobile accident,1995-07-31,1995, PA
Gunfire,1995-08-03,1995, NY
Gunfire,1995-08-04,1995, CA
Automobile accident,1995-08-04,1995, NC
Gunfire,1995-08-05,1995, GA
Automobile accident,1995-08-05,1995, TX
Gunfire,1995-08-06,1995, AR
Vehicular assault,1995-08-06,1995, NY
Heart attack,1995-08-07,1995, MI
Gunfire,1995-08-15,1995, AZ
Gunfire,1995-08-16,1995, CA
Stabbed,1995-08-17,1995, US
Automobile accident,1995-08-17,1995, KY
Gunfire,1995-08-20,1995, NE
Gunfire,1995-08-21,1995, MP
Aircraft accident,1995-08-22,1995, VA
Vehicle pursuit,1995-08-26,1995, MI
Vehicle pursuit,1995-08-26,1995, MI
Vehicle pursuit,1995-08-28,1995, AZ
Stabbed,1995-08-28,1995, MS
Aircraft accident,1995-08-28,1995, US
Vehicle pursuit,1995-08-28,1995, TX
Heart attack,1995-09-03,1995, NJ
Struck by vehicle,1995-09-06,1995, KS
Vehicular assault,1995-09-07,1995, NH
Heart attack,1995-09-08,1995, FL
Gunfire,1995-09-11,1995, NC
Struck by vehicle,1995-09-16,1995, CA
Gunfire,1995-09-16,1995, IL
Gunfire,1995-09-17,1995, AL
Gunfire,1995-09-17,1995, PR
Gunfire,1995-09-22,1995, PA
Gunfire,1995-09-22,1995, TN
Automobile accident,1995-09-25,1995, NY
Gunfire,1995-09-25,1995, TN
Gunfire,1995-09-28,1995, AZ
Vehicular assault,1995-10-03,1995, CA
Gunfire,1995-10-04,1995, MS
Gunfire,1995-10-09,1995, DC
Stabbed,1995-10-09,1995, MA
Heart attack,1995-10-10,1995, CO
Gunfire,1995-10-12,1995, KS
Gunfire,1995-10-16,1995, CO
Gunfire,1995-10-16,1995, WA
Gunfire,1995-10-17,1995, MD
Automobile accident,1995-10-19,1995, OK
Automobile accident,1995-10-28,1995, MD
Heart attack,1995-10-28,1995, OK
Automobile accident,1995-10-30,1995, IN
Automobile accident,1995-11-04,1995, CA
Struck by vehicle,1995-11-04,1995, VA
Vehicle pursuit,1995-11-05,1995, PR
Vehicle pursuit,1995-11-05,1995, PR
Gunfire,1995-11-07,1995, AR
Struck by vehicle,1995-11-11,1995, NY
Heart attack,1995-11-13,1995, ND
Gunfire,1995-11-15,1995, MS
Automobile accident,1995-11-17,1995, CA
Gunfire,1995-11-20,1995, TR
Vehicular assault,1995-11-22,1995, TN
Heart attack,1995-11-24,1995, KY
Automobile accident,1995-11-24,1995, NJ
Stabbed,1995-11-29,1995, AR
Automobile accident,1995-12-08,1995, CA
Gunfire,1995-12-12,1995, FL
Heart attack,1995-12-13,1995, SC
Gunfire,1995-12-16,1995, NY
Gunfire,1995-12-17,1995, GA
Gunfire,1995-12-19,1995, WI
Struck by vehicle,1995-12-24,1995, TX
Automobile accident,1995-12-25,1995, LA
Gunfire,1996-01-02,1996, PA
Gunfire,1996-01-03,1996, GA
Assault,1996-01-06,1996, TR
Gunfire,1996-01-06,1996, FL
Gunfire,1996-01-08,1996, KS
Automobile accident,1996-01-08,1996, TN
Gunfire,1996-01-09,1996, MI
Gunfire,1996-01-10,1996, US
Automobile accident,1996-01-17,1996, TX
Gunfire,1996-01-19,1996, OH
Heart attack,1996-01-19,1996, OK
Gunfire,1996-01-19,1996, PA
Gunfire,1996-01-19,1996, US
Vehicular assault,1996-01-20,1996, LA
Motorcycle accident,1996-01-24,1996, LA
Automobile accident,1996-01-26,1996, US
Gunfire,1996-01-27,1996, LA
Gunfire,1996-01-29,1996, MN
Automobile accident,1996-02-09,1996, DE
Gunfire,1996-02-12,1996, AR
Motorcycle accident,1996-02-12,1996, MD
Gunfire,1996-02-13,1996, GA
Motorcycle accident,1996-02-15,1996, CA
Automobile accident,1996-02-17,1996, MO
Vehicular assault,1996-02-17,1996, NY
Heart attack,1996-02-18,1996, LA
Automobile accident,1996-02-20,1996, GA
Automobile accident,1996-02-25,1996, TX
Automobile accident,1996-02-26,1996, AL
Gunfire,1996-02-26,1996, SC
Gunfire,1996-03-02,1996, OH
Automobile accident,1996-03-09,1996, OR
Gunfire (Accidental),1996-03-13,1996, CA
Gunfire,1996-03-14,1996, NY
Heart attack,1996-03-16,1996, OH
Gunfire,1996-03-20,1996, ND
Gunfire,1996-03-21,1996, NY
Gunfire,1996-03-22,1996, US
Gunfire,1996-03-23,1996, IL
Gunfire,1996-03-24,1996, PR
Training accident,1996-03-29,1996, NV
Automobile accident,1996-03-30,1996, LA
Heart attack,1996-04-02,1996, CA
Aircraft accident,1996-04-03,1996, US
Aircraft accident,1996-04-04,1996, WV
Automobile accident,1996-04-05,1996, DE
Heart attack,1996-04-10,1996, AR
Automobile accident,1996-04-15,1996, ME
Gunfire,1996-04-15,1996, NC
Vehicle pursuit,1996-04-15,1996, NY
Vehicle pursuit,1996-04-18,1996, IN
Gunfire,1996-04-19,1996, NJ
Gunfire,1996-04-19,1996, TN
Vehicle pursuit,1996-05-03,1996, MN
Fall,1996-05-09,1996, GA
Gunfire,1996-05-11,1996, CA
Heart attack,1996-05-15,1996, CT
Gunfire,1996-05-17,1996, TN
Heart attack,1996-05-21,1996, TX
Struck by train,1996-05-22,1996, CA
Assault,1996-05-22,1996, NY
Vehicle pursuit,1996-05-23,1996, NJ
Gunfire,1996-05-23,1996, OH
Gunfire,1996-05-24,1996, TX
Vehicular assault,1996-05-29,1996, FL
Drowned,1996-05-29,1996, ND
Automobile accident,1996-05-31,1996, TN
Vehicular assault,1996-06-03,1996, DC
Heart attack,1996-06-04,1996, WY
Vehicular assault,1996-06-08,1996, PA
Gunfire,1996-06-10,1996, OK
Gunfire,1996-06-13,1996, FL
Fall,1996-06-19,1996, PA
Heart attack,1996-06-23,1996, MS
Automobile accident,1996-06-23,1996, SC
Automobile accident,1996-06-26,1996, KY
Gunfire,1996-07-13,1996, CA
Vehicular assault,1996-07-16,1996, MN
Gunfire,1996-07-17,1996, CA
Gunfire,1996-07-17,1996, LA
Gunfire,1996-07-18,1996, LA
Gunfire,1996-07-18,1996, PR
Gunfire,1996-07-18,1996, PR
Gunfire,1996-07-18,1996, PR
Gunfire,1996-07-22,1996, OH
Vehicle pursuit,1996-07-22,1996, TX
Drowned,1996-07-23,1996, US
Gunfire,1996-07-26,1996, TN
Automobile accident,1996-07-30,1996, US
Heart attack,1996-08-01,1996, OH
Automobile accident,1996-08-07,1996, CA
Automobile accident,1996-08-07,1996, NC
Assault,1996-08-09,1996, CA
Gunfire,1996-08-09,1996, PR
Gunfire,1996-08-15,1996, PA
Gunfire (Accidental),1996-08-26,1996, LA
Automobile accident,1996-08-26,1996, US
Fall,1996-09-02,1996, AZ
Gunfire,1996-09-07,1996, WI
Gunfire (Accidental),1996-09-10,1996, PR
Gunfire,1996-09-10,1996, WI
Gunfire,1996-09-12,1996, GA
Gunfire,1996-09-17,1996, FL
Gunfire,1996-09-19,1996, SC
Automobile accident,1996-09-24,1996, CA
Gunfire,1996-09-26,1996, AL
Automobile accident,1996-09-30,1996, AL
Automobile accident,1996-10-01,1996, PR
Automobile accident,1996-10-01,1996, PR
Automobile accident,1996-10-01,1996, PR
Heart attack,1996-10-01,1996, TX
Gunfire,1996-10-05,1996, LA
Gunfire,1996-10-05,1996, NC
Automobile accident,1996-10-06,1996, MI
Vehicle pursuit,1996-10-09,1996, SC
Automobile accident,1996-10-13,1996, CA
Gunfire,1996-10-13,1996, NY
Heart attack,1996-10-17,1996, FL
Gunfire,1996-10-17,1996, IL
Gunfire,1996-10-18,1996, NY
Gunfire,1996-10-26,1996, AK
Vehicular assault,1996-10-26,1996, CA
Vehicular assault,1996-10-26,1996, CO
Gunfire,1996-10-27,1996, TX
Struck by train,1996-10-30,1996, OH
Automobile accident,1996-11-08,1996, CA
Struck by vehicle,1996-11-15,1996, CA
Stabbed,1996-11-17,1996, NY
Heart attack,1996-11-20,1996, CA
Gunfire,1996-11-28,1996, MO
Vehicular assault,1996-12-12,1996, PR
Heart attack,1996-12-12,1996, US
Automobile accident,1996-12-12,1996, VA
Motorcycle accident,1996-12-13,1996, AL
Heart attack,1996-12-14,1996, TX
Vehicular assault,1996-12-21,1996, GA
Gunfire,1996-12-21,1996, NY
Gunfire,1996-12-21,1996, TX
Gunfire,1996-12-22,1996, CA
Heart attack,1996-12-28,1996, OH
Gunfire,1996-12-30,1996, OH
Vehicular assault,1996-12-31,1996, IL
Gunfire,1996-12-31,1996, DC
Gunfire,1996-02-13,1996, TN
Gunfire,1996-04-17,1996, AZ
Gunfire,1996-06-05,1996, NJ
Exposure to toxins,1996-07-07,1996, AZ
Gunfire,1996-07-26,1996, VA
Gunfire,1997-01-05,1997, CA
Gunfire,1997-01-05,1997, CA
Assault,1997-01-10,1997, AK
Gunfire,1997-01-16,1997, PR
Vehicular assault,1997-01-18,1997, AL
Aircraft accident,1997-01-18,1997, ID
Gunfire,1997-01-18,1997, MS
Heart attack,1997-01-23,1997, MA
Vehicular assault,1997-01-25,1997, WI
Gunfire,1997-01-27,1997, US
Automobile accident,1997-01-28,1997, AR
Heart attack,1997-01-29,1997, IN
Gunfire (Accidental),1997-01-29,1997, MO
Motorcycle accident,1997-02-05,1997, CA
Gunfire,1997-02-05,1997, DC
Automobile accident,1997-02-05,1997, UT
Automobile accident,1997-02-07,1997, FL
Gunfire,1997-02-10,1997, OH
Automobile accident,1997-02-11,1997, FL
Heart attack,1997-02-11,1997, OH
Heart attack,1997-02-12,1997, MO
Struck by vehicle,1997-02-14,1997, NY
Motorcycle accident,1997-02-14,1997, TX
Gunfire,1997-02-15,1997, TX
Aircraft accident,1997-02-16,1997, CA
Gunfire,1997-02-17,1997, TR
Gunfire,1997-02-20,1997, IN
Gunfire,1997-02-21,1997, MS
Gunfire,1997-02-21,1997, MS
Automobile accident,1997-02-22,1997, GA
Automobile accident,1997-02-26,1997, FL
Gunfire,1997-02-26,1997, DC
Automobile accident,1997-02-27,1997, GA
Automobile accident,1997-02-27,1997, GA
Automobile accident,1997-02-27,1997, GA
Automobile accident,1997-02-27,1997, GA
Automobile accident,1997-03-02,1997, US
Automobile accident,1997-03-04,1997, AL
Assault,1997-03-07,1997, AZ
Automobile accident,1997-03-07,1997, TN
Gunfire,1997-03-08,1997, FL
Heart attack,1997-03-10,1997, FL
Gunfire,1997-03-10,1997, KY
Automobile accident,1997-03-10,1997, US
Gunfire,1997-03-14,1997, AR
Duty related illness,1997-03-15,1997, FL
Gunfire,1997-03-16,1997, AR
Heart attack,1997-03-21,1997, TX
Assault,1997-03-23,1997, AL
Gunfire,1997-03-23,1997, IN
Automobile accident,1997-03-26,1997, TX
Vehicular assault,1997-03-27,1997, HI
Gunfire,1997-04-01,1997, CA
Vehicular assault,1997-04-01,1997, CO
Automobile accident,1997-04-02,1997, OH
Stabbed,1997-04-03,1997, US
Gunfire,1997-04-05,1997, PR
Gunfire,1997-04-06,1997, TX
Gunfire,1997-04-09,1997, NY
Gunfire,1997-04-09,1997, SC
Heart attack,1997-04-11,1997, MA
Struck by vehicle,1997-04-14,1997, PR
Gunfire,1997-04-15,1997, TN
Stabbed,1997-04-18,1997, KS
Gunfire,1997-04-24,1997, AR
Struck by vehicle,1997-04-25,1997, IN
Automobile accident,1997-04-25,1997, PA
Struck by vehicle,1997-04-25,1997, TX
Gunfire,1997-04-26,1997, DC
Gunfire,1997-04-28,1997, IN
Heart attack,1997-04-29,1997, NE
Gunfire,1997-05-02,1997, TN
Automobile accident,1997-05-04,1997, CT
Struck by vehicle,1997-05-07,1997, LA
Gunfire,1997-05-07,1997, MD
Struck by vehicle,1997-05-15,1997, CA
Gunfire,1997-05-19,1997, NY
Vehicular assault,1997-05-21,1997, AZ
Gunfire,1997-05-21,1997, CA
Automobile accident,1997-05-22,1997, NC
Gunfire,1997-05-27,1997, CA
Automobile accident,1997-06-01,1997, CA
Vehicle pursuit,1997-06-01,1997, NV
Heart attack,1997-06-02,1997, MS
Motorcycle accident,1997-06-04,1997, TX
Gunfire,1997-06-07,1997, MN
Fall,1997-06-08,1997, TX
Fall,1997-06-14,1997, US
Vehicular assault,1997-06-16,1997, PR
Stabbed,1997-06-26,1997, WY
Automobile accident,1997-07-04,1997, AL
Struck by vehicle,1997-07-10,1997, MA
Gunfire,1997-07-11,1997, NC
Gunfire,1997-07-16,1997, GA
Gunfire,1997-07-18,1997, NC
Gunfire,1997-07-21,1997, OR
Vehicular assault,1997-07-26,1997, FL
Automobile accident,1997-07-27,1997, OK
Stabbed,1997-07-30,1997, NJ
Automobile accident,1997-08-02,1997, AR
Automobile accident,1997-08-05,1997, NJ
Gunfire,1997-08-09,1997, MS
Gunfire,1997-08-14,1997, TN
Gunfire,1997-08-15,1997, IN
Gunfire,1997-08-16,1997, CA
Gunfire,1997-08-19,1997, NH
Gunfire,1997-08-19,1997, NH
Automobile accident,1997-08-21,1997, NY
Gunfire,1997-08-24,1997, IN
Heart attack,1997-08-24,1997, MT
Gunfire,1997-08-24,1997, NH
Automobile accident,1997-08-25,1997, IL
Gunfire,1997-08-28,1997, WA
Automobile accident,1997-08-31,1997, MI
Automobile accident,1997-09-02,1997, OR
Automobile accident,1997-09-02,1997, OR
Struck by vehicle,1997-09-05,1997, KY
Heart attack,1997-09-06,1997, MO
Automobile accident,1997-09-08,1997, CA
Automobile accident,1997-09-11,1997, CA
Automobile accident,1997-09-11,1997, CA
Struck by vehicle,1997-09-12,1997, IL
Aircraft accident,1997-09-17,1997, TX
Aircraft accident,1997-09-17,1997, TX
Gunfire,1997-09-18,1997, IL
Gunfire,1997-09-20,1997, ID
Struck by vehicle,1997-09-20,1997, IL
