cause,date,year,state
Automobile accident,1989-09-23,1989, MS
Automobile accident,1989-09-26,1989, CA
Accidental,1989-10-01,1989, NY
Gunfire,1989-10-08,1989, NY
Vehicular assault,1989-10-09,1989, IL
Gunfire,1989-10-10,1989, MD
Automobile accident,1989-10-14,1989, AZ
Gunfire,1989-10-14,1989, OH
Gunfire,1989-10-16,1989, TX
Struck by vehicle,1989-10-17,1989, NJ
Assault,1989-10-17,1989, NY
Vehicle pursuit,1989-10-19,1989, MS
Gunfire,1989-10-20,1989, CA
Gunfire,1989-10-20,1989, NY
Gunfire (Accidental),1989-10-22,1989, AL
Heart attack,1989-10-22,1989, IA
Gunfire (Accidental),1989-10-23,1989, PA
Gunfire,1989-10-25,1989, PR
Struck by vehicle,1989-10-26,1989, WI
Automobile accident,1989-10-27,1989, AR
Automobile accident,1989-10-27,1989, GA
Heart attack,1989-10-27,1989, MO
Aircraft accident,1989-11-02,1989, US
Vehicular assault,1989-11-04,1989, CA
Vehicular assault,1989-11-05,1989, IL
Struck by vehicle,1989-11-07,1989, OH
Motorcycle accident,1989-11-10,1989, TX
Stabbed,1989-11-11,1989, NY
Gunfire,1989-11-13,1989, NY
Gunfire,1989-11-13,1989, NY
Struck by vehicle,1989-11-14,1989, CA
Gunfire,1989-11-15,1989, TX
Gunfire,1989-11-16,1989, IL
Automobile accident,1989-11-19,1989, FL
Fall,1989-11-19,1989, TX
Struck by vehicle,1989-11-22,1989, CT
Gunfire,1989-11-24,1989, PA
Vehicular assault,1989-11-27,1989, US
Automobile accident,1989-11-29,1989, NH
Automobile accident,1989-11-30,1989, NH
Vehicular assault,1989-12-03,1989, LA
Automobile accident,1989-12-06,1989, CO
Automobile accident,1989-12-06,1989, TN
Stabbed,1989-12-07,1989, PR
Gunfire,1989-12-09,1989, TX
Gunfire,1989-12-12,1989, GA
Vehicular assault,1989-12-15,1989, LA
Gunfire,1989-12-15,1989, MN
Automobile accident,1989-12-23,1989, MS
Heart attack,1989-12-23,1989, NE
Fall,1989-12-23,1989, PA
Gunfire,1989-12-27,1989, CA
Automobile accident,1989-12-29,1989, TX
Gunfire,1989-03-22,1989, CA
Stabbed,1989-08-24,1989, CA
Vehicular assault,1990-01-02,1990, FL
Gunfire,1990-01-02,1990, TN
Gunfire,1990-01-02,1990, TN
Fall,1990-01-05,1990, IL
Stabbed,1990-01-06,1990, SC
Automobile accident,1990-01-07,1990, US
Gunfire,1990-01-09,1990, FL
Stabbed,1990-01-12,1990, AL
Stabbed,1990-01-13,1990, MD
Gunfire,1990-01-14,1990, PA
Struck by vehicle,1990-01-15,1990, OK
Struck by vehicle,1990-01-17,1990, WA
Gunfire,1990-01-19,1990, US
Accidental,1990-01-24,1990, GA
Vehicular assault,1990-01-25,1990, NC
Assault,1990-01-26,1990, CA
Vehicular assault,1990-01-27,1990, NY
Struck by train,1990-01-28,1990, US
Automobile accident,1990-02-03,1990, US
Assault,1990-02-04,1990, CA
Gunfire,1990-02-09,1990, PR
Struck by vehicle,1990-02-10,1990, CA
Struck by vehicle,1990-02-13,1990, PR
Heart attack,1990-02-14,1990, AL
Bomb,1990-02-15,1990, NY
Gunfire,1990-02-17,1990, FL
Vehicular assault,1990-02-19,1990, US
Vehicle pursuit,1990-02-22,1990, GA
Heart attack,1990-02-24,1990, KY
Vehicular assault,1990-03-05,1990, GA
Gunfire,1990-03-05,1990, MI
Gunfire (Accidental),1990-03-05,1990, NY
Assault,1990-03-06,1990, SC
Gunfire,1990-03-17,1990, MT
Assault,1990-03-19,1990, MA
Gunfire,1990-03-19,1990, WI
Automobile accident,1990-03-20,1990, DE
Gunfire,1990-03-22,1990, LA
Gunfire,1990-03-29,1990, MD
Gunfire,1990-04-06,1990, PR
Gunfire,1990-04-07,1990, PR
Automobile accident,1990-04-09,1990, TX
Gunfire,1990-04-10,1990, MN
Struck by vehicle,1990-04-11,1990, OK
Heart attack,1990-04-11,1990, SC
Gunfire (Accidental),1990-04-11,1990, TX
Automobile accident,1990-04-13,1990, TX
Motorcycle accident,1990-04-14,1990, CA
Gunfire,1990-04-17,1990, OH
Gunfire,1990-04-17,1990, SC
Gunfire,1990-04-19,1990, GA
Gunfire,1990-04-27,1990, FL
Automobile accident,1990-04-27,1990, GA
Vehicular assault,1990-04-28,1990, KY
Exposure to toxins,1990-04-29,1990, FL
Vehicle pursuit,1990-05-05,1990, PA
Automobile accident,1990-05-06,1990, TX
Automobile accident,1990-05-06,1990, TX
Assault,1990-05-07,1990, HI
Automobile accident,1990-05-09,1990, FL
Vehicular assault,1990-05-12,1990, FL
Heart attack,1990-05-12,1990, MD
Gunfire,1990-05-13,1990, IL
Gunfire,1990-05-13,1990, IL
Heart attack,1990-05-16,1990, PA
Automobile accident,1990-05-19,1990, TX
Automobile accident,1990-05-21,1990, TX
Gunfire,1990-05-26,1990, US
Drowned,1990-05-26,1990, TX
Drowned,1990-05-26,1990, TX
Motorcycle accident,1990-05-28,1990, MI
Automobile accident,1990-05-29,1990, TX
Aircraft accident,1990-05-30,1990, AL
Gunfire,1990-05-31,1990, TN
Gunfire,1990-05-31,1990, TN
Automobile accident,1990-05-31,1990, TX
Gunfire,1990-06-04,1990, PA
Gunfire,1990-06-05,1990, WI
Stabbed,1990-06-07,1990, OH
Gunfire,1990-06-12,1990, MO
Gunfire,1990-06-14,1990, MT
Gunfire,1990-06-15,1990, PA
Gunfire,1990-06-16,1990, CA
Gunfire,1990-06-18,1990, FL
Aircraft accident,1990-06-19,1990, US
Aircraft accident,1990-06-19,1990, MA
Vehicle pursuit,1990-06-20,1990, AZ
Gunfire,1990-06-21,1990, CA
Motorcycle accident,1990-06-23,1990, FL
Gunfire,1990-06-25,1990, US
Gunfire,1990-06-26,1990, MS
Gunfire,1990-06-27,1990, TX
Gunfire,1990-06-28,1990, IL
Vehicular assault,1990-06-30,1990, PR
Gunfire,1990-07-02,1990, NE
Vehicular assault,1990-07-04,1990, TX
Struck by train,1990-07-09,1990, VA
Automobile accident,1990-07-21,1990, AL
Vehicular assault,1990-07-26,1990, AZ
Vehicular assault,1990-07-26,1990, AZ
Gunfire,1990-07-26,1990, FL
Aircraft accident,1990-07-26,1990, OK
Automobile accident,1990-07-28,1990, OH
Gunfire,1990-07-29,1990, FL
Aircraft accident,1990-08-01,1990, AL
Aircraft accident,1990-08-01,1990, AL
Gunfire,1990-08-06,1990, NC
Gunfire,1990-08-12,1990, GA
Struck by train,1990-08-16,1990, TX
Duty related illness,1990-08-17,1990, TX
Automobile accident,1990-08-20,1990, NM
Stabbed,1990-08-22,1990, NY
Gunfire (Accidental),1990-08-24,1990, AZ
Aircraft accident,1990-08-24,1990, US
Aircraft accident,1990-08-24,1990, US
Aircraft accident,1990-08-24,1990, US
Aircraft accident,1990-08-24,1990, US
Duty related illness,1990-08-26,1990, OK
Fire,1990-08-26,1990, UT
Gunfire (Accidental),1990-08-30,1990, LA
Vehicular assault,1990-08-31,1990, AZ
Vehicular assault,1990-08-31,1990, AZ
Vehicular assault,1990-08-31,1990, MI
Heart attack,1990-09-05,1990, FL
Gunfire,1990-09-06,1990, PR
Gunfire,1990-09-06,1990, PR
Automobile accident,1990-09-11,1990, DE
Gunfire,1990-09-13,1990, CA
Gunfire,1990-09-17,1990, TX
Gunfire,1990-09-25,1990, KY
Automobile accident,1990-09-27,1990, AL
Gunfire,1990-09-29,1990, OK
Vehicle pursuit,1990-10-01,1990, ME
Duty related illness,1990-10-02,1990, CA
Gunfire,1990-10-09,1990, CA
Aircraft accident,1990-10-14,1990, IA
Aircraft accident,1990-10-16,1990, IN
Gunfire,1990-10-19,1990, MI
Motorcycle accident,1990-10-20,1990, HI
Gunfire,1990-10-23,1990, LA
Heart attack,1990-10-23,1990, TX
Heart attack,1990-10-25,1990, WI
Gunfire,1990-10-26,1990, KY
Gunfire,1990-10-30,1990, NY
Struck by vehicle,1990-11-04,1990, TX
Vehicular assault,1990-11-11,1990, PR
Gunfire,1990-11-13,1990, FL
Motorcycle accident,1990-11-15,1990, CA
Motorcycle accident,1990-11-15,1990, MO
Gunfire,1990-11-16,1990, CO
Struck by vehicle,1990-11-16,1990, IN
Gunfire,1990-11-18,1990, WI
Automobile accident,1990-11-22,1990, TR
Gunfire,1990-11-22,1990, VA
Vehicular assault,1990-11-25,1990, TX
Motorcycle accident,1990-11-26,1990, PA
Vehicle pursuit,1990-12-02,1990, NC
Gunfire,1990-12-05,1990, MI
Struck by vehicle,1990-12-14,1990, AL
Gunfire,1990-12-18,1990, GA
Heart attack,1990-12-24,1990, US
Gunfire,1990-12-25,1990, PA
Gunfire,1990-12-26,1990, MS
Gunfire (Accidental),1990-12-31,1990, GA
Automobile accident,1990-12-31,1990, VA
Struck by vehicle,1990-11-29,1990, FL
Automobile accident,1991-01-04,1991, OH
Stabbed,1991-01-06,1991, TX
Gunfire,1991-01-07,1991, IL
Gunfire,1991-01-08,1991, AZ
Gunfire,1991-01-08,1991, IN
Gunfire,1991-01-14,1991, MO
Gunfire,1991-01-18,1991, FL
Automobile accident,1991-01-18,1991, RR
Gunfire,1991-01-20,1991, KY
Gunfire,1991-01-23,1991, PR
Gunfire,1991-01-23,1991, TX
Gunfire,1991-01-26,1991, NM
Gunfire,1991-01-26,1991, NM
Gunfire,1991-01-27,1991, VI
Automobile accident,1991-01-28,1991, PA
Gunfire,1991-02-04,1991, MI
Gunfire,1991-02-06,1991, PA
Gunfire,1991-02-06,1991, PA
Gunfire,1991-02-11,1991, CA
Gunfire,1991-02-13,1991, AR
Duty related illness,1991-02-13,1991, MO
Gunfire,1991-02-20,1991, PR
Automobile accident,1991-02-26,1991, CA
Automobile accident,1991-02-28,1991, SC
Automobile accident,1991-03-01,1991, MA
Automobile accident,1991-03-01,1991, MA
Gunfire,1991-03-04,1991, PR
Gunfire,1991-03-05,1991, TX
Vehicle pursuit,1991-03-06,1991, PA
Vehicle pursuit,1991-03-06,1991, PA
Gunfire,1991-03-10,1991, WI
Heart attack,1991-03-13,1991, NC
Vehicular assault,1991-03-14,1991, LA
Struck by vehicle,1991-03-17,1991, CT
Gunfire,1991-03-17,1991, MS
Automobile accident,1991-03-17,1991, TX
Heart attack,1991-03-18,1991, LA
Heart attack,1991-03-19,1991, NV
Heart attack,1991-03-20,1991, TN
Gunfire,1991-03-22,1991, OH
Gunfire,1991-03-25,1991, FL
Training accident,1991-03-29,1991, US
Gunfire,1991-04-04,1991, NC
Gunfire,1991-04-05,1991, PR
Gunfire,1991-04-07,1991, GA
Automobile accident,1991-04-11,1991, TX
Heart attack,1991-04-12,1991, NY
Gunfire,1991-04-12,1991, TX
Gunfire,1991-04-14,1991, MO
Gunfire,1991-04-15,1991, AR
Gunfire,1991-04-19,1991, WI
Gunfire,1991-04-20,1991, TX
Gunfire,1991-04-20,1991, TX
Gunfire,1991-04-21,1991, NY
Vehicular assault,1991-04-22,1991, WA
Aircraft accident,1991-04-23,1991, AR
Aircraft accident,1991-04-23,1991, AR
Vehicle pursuit,1991-04-25,1991, CA
Automobile accident,1991-04-25,1991, OH
Automobile accident,1991-04-27,1991, GA
Gunfire,1991-04-27,1991, MI
Gunfire,1991-04-27,1991, MI
Gunfire,1991-05-05,1991, PR
Gunfire,1991-05-12,1991, KS
Gunfire,1991-05-19,1991, TN
Motorcycle accident,1991-05-22,1991, WA
Automobile accident,1991-05-23,1991, KY
Vehicle pursuit,1991-05-24,1991, TN
Vehicle pursuit,1991-05-28,1991, IN
Gunfire,1991-06-05,1991, CT
Gunfire,1991-06-08,1991, GA
Gunfire,1991-06-10,1991, NY
Gunfire,1991-06-11,1991, FL
Drowned,1991-06-11,1991, NY
Aircraft accident,1991-06-13,1991, CA
Aircraft accident,1991-06-13,1991, CA
Accidental,1991-06-16,1991, MO
Gunfire,1991-06-18,1991, NC
Heart attack,1991-06-18,1991, NH
Gunfire,1991-06-19,1991, PR
Gunfire,1991-06-20,1991, US
Struck by vehicle,1991-06-28,1991, US
Gunfire,1991-07-01,1991, MI
Drowned,1991-07-06,1991, LA
Gunfire,1991-07-07,1991, MI
Gunfire,1991-07-10,1991, TX
Vehicular assault,1991-07-13,1991, KS
Vehicular assault,1991-07-21,1991, WI
Electrocuted,1991-07-24,1991, CT
Gunfire,1991-07-24,1991, US
Duty related illness,1991-07-24,1991, VA
Automobile accident,1991-07-28,1991, AL
Vehicular assault,1991-08-01,1991, NY
Fall,1991-08-04,1991, TX
Training accident,1991-08-12,1991, US
Gunfire,1991-08-13,1991, CA
Aircraft accident,1991-08-13,1991, US
Gunfire,1991-08-17,1991, IL
Vehicular assault,1991-08-18,1991, SC
Gunfire,1991-08-19,1991, GA
Automobile accident,1991-08-22,1991, FL
Assault,1991-08-24,1991, MN
Vehicular assault,1991-08-28,1991, HI
Aircraft accident,1991-08-30,1991, FL
Struck by vehicle,1991-08-31,1991, VA
Motorcycle accident,1991-09-01,1991, CA
Gunfire,1991-09-04,1991, AZ
Automobile accident,1991-09-09,1991, TN
Gunfire,1991-09-11,1991, MI
Gunfire,1991-09-12,1991, NY
Gunfire,1991-09-14,1991, TX
Struck by vehicle,1991-09-15,1991, MO
Gunfire,1991-09-17,1991, CA
Vehicular assault,1991-09-20,1991, FL
Heart attack,1991-09-22,1991, NY
Vehicle pursuit,1991-09-24,1991, PR
Gunfire,1991-09-29,1991, PR
Gunfire,1991-10-01,1991, PR
Automobile accident,1991-10-03,1991, AL
Gunfire,1991-10-07,1991, DC
Gunfire,1991-10-09,1991, TN
Aircraft accident,1991-10-16,1991, WY
Automobile accident,1991-10-19,1991, CA
Fire,1991-10-20,1991, CA
Gunfire,1991-10-21,1991, CA
Duty related illness,1991-10-24,1991, NY
Drowned,1991-10-28,1991, TR
Bomb,1991-10-28,1991, MA
Struck by vehicle,1991-10-31,1991, MD
Heart attack,1991-11-04,1991, TN
Aircraft accident,1991-11-08,1991, FL
Gunfire,1991-11-12,1991, TX
Gunfire,1991-11-14,1991, NC
Gunfire,1991-11-17,1991, TX
Gunfire,1991-11-20,1991, SC
Gunfire,1991-11-22,1991, NC
Automobile accident,1991-11-24,1991, LA
Duty related illness,1991-11-28,1991, GA
Heart attack,1991-12-07,1991, OH
Gunfire,1991-12-10,1991, MO
Gunfire,1991-12-10,1991, MO
Gunfire,1991-12-10,1991, MO
Electrocuted,1991-12-11,1991, US
Automobile accident,1991-12-11,1991, SC
Gunfire,1991-12-11,1991, TN
Gunfire (Accidental),1991-12-11,1991, TX
Automobile accident,1991-12-14,1991, SC
Gunfire,1991-12-21,1991, GA
Gunfire,1991-12-28,1991, NY
Stabbed,1991-05-26,1991, CA
Struck by vehicle,1991-06-21,1991, PA
Assault,1992-01-01,1992, US
Gunfire,1992-01-03,1992, FL
Automobile accident,1992-01-05,1992, VA
Heart attack,1992-01-09,1992, AR
Heart attack,1992-01-10,1992, OH
Heart attack,1992-01-15,1992, PA
Heart attack,1992-01-17,1992, FL
Automobile accident,1992-01-21,1992, LA
Gunfire (Accidental),1992-01-22,1992, TX
Automobile accident,1992-01-23,1992, GA
Struck by vehicle,1992-01-26,1992, TN
Automobile accident,1992-01-27,1992, TX
Gunfire,1992-01-30,1992, KY
Gunfire,1992-01-30,1992, KY
Gunfire,1992-01-31,1992, NY
Bomb,1992-02-01,1992, FL
Struck by train,1992-02-01,1992, MI
Struck by train,1992-02-02,1992, MI
Gunfire,1992-02-04,1992, MS
Gunfire,1992-02-08,1992, PA
Gunfire,1992-02-12,1992, AK
Heart attack,1992-02-18,1992, NJ
Gunfire,1992-02-24,1992, PR
Vehicle pursuit,1992-02-29,1992, SC
Vehicular assault,1992-02-29,1992, TX
Struck by vehicle,1992-03-06,1992, FL
Gunfire,1992-03-07,1992, IL
Gunfire,1992-03-11,1992, US
Automobile accident,1992-03-14,1992, OK
Gunfire,1992-03-18,1992, KY
Motorcycle accident,1992-03-21,1992, IN
Automobile accident,1992-03-24,1992, FL
Gunfire,1992-03-25,1992, NY
Gunfire,1992-03-26,1992, NY
Automobile accident,1992-03-26,1992, NY
Automobile accident,1992-03-27,1992, IL
Gunfire,1992-03-27,1992, PR
Gunfire,1992-03-31,1992, CA
Struck by vehicle,1992-04-02,1992, NJ
Gunfire,1992-04-08,1992, IL
Assault,1992-04-08,1992, OR
Heart attack,1992-04-10,1992, MA
Heart attack,1992-04-10,1992, MI
Gunfire,1992-04-12,1992, TX
Gunfire,1992-04-13,1992, CO
Automobile accident,1992-04-14,1992, OH
Vehicular assault,1992-04-17,1992, SC
Heart attack,1992-04-20,1992, CA
Vehicular assault,1992-04-20,1992, IL
Gunfire,1992-04-22,1992, MD
Automobile accident,1992-05-02,1992, AL
Vehicular assault,1992-05-02,1992, MO
Training accident,1992-05-04,1992, AK
Gunfire,1992-05-04,1992, PR
Explosion,1992-05-06,1992, US
Gunfire,1992-05-08,1992, GA
Gunfire,1992-05-11,1992, CA
Drowned,1992-05-12,1992, VT
Automobile accident,1992-05-13,1992, FL
Struck by vehicle,1992-05-13,1992, FL
Vehicular assault,1992-05-21,1992, AL
Gunfire,1992-05-28,1992, US
Gunfire,1992-05-29,1992, CA
Vehicular assault,1992-05-31,1992, FL
Vehicular assault,1992-05-31,1992, FL
Vehicular assault,1992-06-01,1992, LA
Aircraft accident,1992-06-07,1992, SC
Aircraft accident,1992-06-07,1992, SC
Automobile accident,1992-06-08,1992, AL
Heart attack,1992-06-12,1992, FL
Aircraft accident,1992-06-13,1992, US
Training accident,1992-06-16,1992, PA
Automobile accident,1992-06-18,1992, NJ
Vehicular assault,1992-06-18,1992, NV
Gunfire,1992-06-18,1992, TX
Automobile accident,1992-06-19,1992, NJ
Gunfire,1992-06-21,1992, GA
Stabbed,1992-06-25,1992, OH
Vehicular assault,1992-06-26,1992, NC
Assault,1992-06-30,1992, NC
Exposure to toxins,1992-07-02,1992, NY
Vehicular assault,1992-07-03,1992, AZ
Gunfire,1992-07-07,1992, PA
Heart attack,1992-07-08,1992, SC
Gunfire,1992-07-09,1992, NM
Automobile accident,1992-07-10,1992, TX
Vehicular assault,1992-07-11,1992, NY
Vehicular assault,1992-07-16,1992, FL
Gunfire,1992-07-18,1992, NY
Gunfire,1992-07-20,1992, US
Gunfire,1992-07-20,1992, US
Gunfire,1992-07-22,1992, NJ
Gunfire,1992-07-23,1992, CA
Automobile accident,1992-08-05,1992, CA
Heart attack,1992-08-06,1992, NY
Vehicle pursuit,1992-08-11,1992, NC
Motorcycle accident,1992-08-14,1992, TX
Gunfire,1992-08-21,1992, US
Stabbed,1992-08-22,1992, KY
Heart attack,1992-08-22,1992, NV
Gunfire,1992-08-23,1992, CA
Gunfire,1992-08-24,1992, SC
Gunfire,1992-08-26,1992, MS
Exposure to toxins,1992-08-26,1992, NJ
Heart attack,1992-08-26,1992, TX
Vehicular assault,1992-08-27,1992, AR
Gunfire,1992-08-30,1992, PA
Struck by vehicle,1992-09-01,1992, NM
Vehicular assault,1992-09-02,1992, TX
Heart attack,1992-09-03,1992, TX
Gunfire,1992-09-11,1992, AZ
Automobile accident,1992-09-15,1992, FL
Gunfire,1992-09-18,1992, NC
Gunfire,1992-09-21,1992, MD
Motorcycle accident,1992-09-22,1992, TX
Gunfire,1992-09-25,1992, MN
Gunfire,1992-09-25,1992, SC
Gunfire,1992-09-26,1992, LA
Automobile accident,1992-09-26,1992, MA
Gunfire,1992-09-29,1992, PR
Gunfire,1992-09-30,1992, OR
Automobile accident,1992-10-01,1992, MD
Automobile accident,1992-10-02,1992, AR
Gunfire,1992-10-02,1992, TX
Gunfire,1992-10-04,1992, PR
Automobile accident,1992-10-05,1992, IL
Struck by vehicle,1992-10-09,1992, NY
Vehicular assault,1992-10-09,1992, TX
Vehicular assault,1992-10-09,1992, TX
Gunfire,1992-10-11,1992, PA
Gunfire (Accidental),1992-10-12,1992, SC
Gunfire,1992-10-12,1992, NC
Automobile accident,1992-10-13,1992, FL
Motorcycle accident,1992-10-22,1992, CA
Automobile accident,1992-10-23,1992, NV
Vehicle pursuit,1992-10-27,1992, MD
Gunfire,1992-10-27,1992, PR
Gunfire,1992-11-05,1992, CO
Gunfire,1992-11-11,1992, NY
Assault,1992-11-12,1992, AR
Automobile accident,1992-11-13,1992, CT
Automobile accident,1992-11-14,1992, TN
Heart attack,1992-11-14,1992, TX
Assault,1992-11-17,1992, IL
Automobile accident,1992-11-17,1992, LA
Drowned,1992-11-17,1992, PA
Gunfire,1992-11-17,1992, PR
Gunfire,1992-11-19,1992, FL
Heart attack,1992-11-20,1992, NY
Gunfire,1992-11-20,1992, SC
Heart attack,1992-11-21,1992, ME
Motorcycle accident,1992-11-23,1992, GA
Vehicle pursuit,1992-11-23,1992, NC
Duty related illness,1992-11-24,1992, NJ
Vehicular assault,1992-11-25,1992, US
Gunfire,1992-11-27,1992, NY
Struck by train,1992-11-28,1992, AZ
Aircraft accident,1992-12-01,1992, MO
Aircraft accident,1992-12-01,1992, MO
Gunfire,1992-12-07,1992, SC
Vehicular assault,1992-12-11,1992, UT
Motorcycle accident,1992-12-16,1992, CA
Gunfire,1992-12-16,1992, LA
Gunfire,1992-12-18,1992, CT
Gunfire,1992-12-18,1992, PR
Gunfire,1992-12-23,1992, LA
Gunfire (Accidental),1992-12-24,1992, SC
Gunfire,1992-12-28,1992, CA
Gunfire,1992-12-28,1992, CA
Gunfire,1993-01-07,1993, LA
Gunfire,1993-01-15,1993, SC
Bicycle accident,1993-01-20,1993, CA
Gunfire,1993-01-22,1993, CA
Automobile accident,1993-01-24,1993, FL
Vehicle pursuit,1993-01-27,1993, IA
Heart attack,1993-01-28,1993, FL
Automobile accident,1993-01-29,1993, NC
Gunfire,1993-01-31,1993, MS
Gunfire,1993-02-01,1993, PR
Struck by vehicle,1993-02-02,1993, TX
Gunfire (Accidental),1993-02-03,1993, CO
Drowned,1993-02-04,1993, US
Gunfire,1993-02-05,1993, IN
Gunfire (Accidental),1993-02-19,1993, LA
Gunfire,1993-02-19,1993, MA
Vehicular assault,1993-02-21,1993, CA
Gunfire,1993-02-21,1993, OH
Gunfire,1993-02-22,1993, CA
Gunfire,1993-02-23,1993, CA
Gunfire,1993-02-24,1993, VA
Vehicular assault,1993-02-26,1993, OR
Vehicular assault,1993-02-26,1993, OR
Gunfire,1993-02-28,1993, FL
Gunfire,1993-02-28,1993, US
Gunfire,1993-02-28,1993, US
Gunfire,1993-02-28,1993, US
Gunfire,1993-02-28,1993, US
Gunfire,1993-03-03,1993, LA
Gunfire,1993-03-06,1993, TX
Assault,1993-03-07,1993, NY
Gunfire,1993-03-09,1993, CA
Gunfire,1993-03-09,1993, OH
Gunfire,1993-03-10,1993, NY
Vehicle pursuit,1993-03-22,1993, WA
Vehicular assault,1993-03-24,1993, IN
Vehicular assault,1993-03-24,1993, IN
Gunfire (Accidental),1993-03-30,1993, WI
Automobile accident,1993-03-30,1993, TR
Assault,1993-03-31,1993, GA
Gunfire,1993-04-09,1993, WV
Assault,1993-04-14,1993, OH
Automobile accident,1993-04-17,1993, CA
Automobile accident,1993-04-22,1993, NY
Automobile accident,1993-04-22,1993, WI
Motorcycle accident,1993-04-23,1993, CA
Gunfire,1993-04-23,1993, NC
Gunfire,1993-04-23,1993, OK
Heart attack,1993-04-27,1993, FL
Gunfire,1993-04-30,1993, PR
Automobile accident,1993-05-08,1993, KY
Gunfire,1993-05-08,1993, MS
Gunfire,1993-05-09,1993, CA
Gunfire,1993-05-15,1993, AR
Drowned,1993-05-15,1993, IL
Gunfire,1993-05-17,1993, AZ
Assault,1993-05-20,1993, NC
Vehicle pursuit,1993-05-21,1993, AR
Vehicular assault,1993-05-23,1993, GA
Assault,1993-05-23,1993, KS
Duty related illness,1993-05-24,1993, WI
Gunfire,1993-05-26,1993, MD
Automobile accident,1993-05-29,1993, MS
Gunfire,1993-06-03,1993, NJ
Vehicular assault,1993-06-08,1993, WI
Heart attack,1993-06-09,1993, PA
Aircraft accident,1993-06-11,1993, IA
Aircraft accident,1993-06-11,1993, IA
Gunfire,1993-06-13,1993, FL
Gunfire,1993-06-16,1993, TX
Gunfire,1993-06-16,1993, UT
Gunfire,1993-06-17,1993, NY
Gunfire,1993-06-17,1993, PA
Vehicular assault,1993-06-19,1993, TX
Automobile accident,1993-06-22,1993, CA
Gunfire,1993-06-27,1993, TX
Gunfire,1993-07-01,1993, PA
Vehicular assault,1993-07-03,1993, AZ
Vehicular assault,1993-07-03,1993, TX
Gunfire,1993-07-04,1993, NY
Drowned,1993-07-06,1993, NJ
Gunfire,1993-07-10,1993, TX
Gunfire,1993-07-11,1993, PR
Gunfire,1993-07-13,1993, GA
Aircraft accident,1993-07-14,1993, US
Aircraft accident,1993-07-14,1993, US
Aircraft accident,1993-07-14,1993, US
Aircraft accident,1993-07-14,1993, GA
Automobile accident,1993-07-14,1993, AL
Automobile accident,1993-07-14,1993, AL
Automobile accident,1993-07-16,1993, AL
Automobile accident,1993-07-22,1993, MS
Automobile accident,1993-07-22,1993, NY
Aircraft accident,1993-07-26,1993, PR
Aircraft accident,1993-07-26,1993, PR
Aircraft accident,1993-07-26,1993, PR
Gunfire,1993-07-29,1993, IN
Vehicle pursuit,1993-07-31,1993, MI
Gunfire,1993-08-02,1993, TX
Gunfire,1993-08-05,1993, US
Gunfire,1993-08-07,1993, IL
Gunfire,1993-08-11,1993, PR
Vehicular assault,1993-08-17,1993, IN
Gunfire,1993-08-19,1993, PR
Automobile accident,1993-08-24,1993, MD
Gunfire,1993-08-26,1993, MN
Gunfire,1993-08-27,1993, ND
Gunfire,1993-08-27,1993, OH
Automobile accident,1993-08-30,1993, MN
Vehicle pursuit,1993-09-06,1993, WY
Duty related illness,1993-09-07,1993, DE
Gunfire,1993-09-26,1993, MA
Automobile accident,1993-10-01,1993, NC
Vehicular assault,1993-10-02,1993, MO
Gunfire,1993-10-03,1993, MI
Gunfire,1993-10-04,1993, AL
Gunfire,1993-10-04,1993, NY
Gunfire,1993-10-05,1993, NC
Gunfire,1993-10-05,1993, NC
Assault,1993-10-08,1993, NY
Vehicular assault,1993-10-09,1993, IA
Gunfire,1993-10-09,1993, NE
Automobile accident,1993-10-10,1993, IL
Gunfire,1993-10-12,1993, PR
Gunfire,1993-10-15,1993, NY
Automobile accident,1993-10-16,1993, US
Gunfire (Accidental),1993-10-20,1993, IL
Automobile accident,1993-10-21,1993, US
Struck by vehicle,1993-10-22,1993, TX
Gunfire (Accidental),1993-10-24,1993, IL
Heart attack,1993-10-27,1993, CO
Gunfire,1993-10-27,1993, KY
Gunfire,1993-10-30,1993, FL
Gunfire,1993-11-05,1993, PR
Automobile accident,1993-11-05,1993, SC
Gunfire,1993-11-05,1993, TX
Gunfire,1993-11-09,1993, TX
Gunfire,1993-11-10,1993, PA
Automobile accident,1993-11-15,1993, AZ
Automobile accident,1993-11-16,1993, FL
Gunfire,1993-11-16,1993, PA
Aircraft accident,1993-11-19,1993, MO
Automobile accident,1993-11-20,1993, GA
Vehicle pursuit,1993-11-20,1993, NC
Automobile accident,1993-11-22,1993, NJ
Automobile accident,1993-11-26,1993, KS
Gunfire,1993-12-01,1993, NV
Gunfire,1993-12-01,1993, NY
Gunfire,1993-12-02,1993, CA
Gunfire,1993-12-04,1993, PR
Heart attack,1993-12-07,1993, VA
Automobile accident,1993-12-08,1993, PR
Gunfire,1993-12-10,1993, OH
Heart attack,1993-12-13,1993, TX
Automobile accident,1993-12-14,1993, TX
Gunfire,1993-12-15,1993, CA
Vehicular assault,1993-12-16,1993, US
Gunfire,1993-12-20,1993, DE
Gunfire,1993-12-20,1993, DC
Gunfire (Accidental),1993-12-25,1993, CA
Heart attack,1993-12-25,1993, PA
Gunfire,1993-12-27,1993, CA
Vehicular assault,1993-12-27,1993, TX
Gunfire,1993-12-30,1993, DC
Gunfire,1993-12-31,1993, NC
Gunfire (Accidental),1993-03-17,1993, VA
